Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
L-thyroxine	Metabolite	chebi:18332						wikidata:Q773449	chebi:18332;chebi:18332	inchikey:XUIIKFGFIJCVMT-LBPRGKRZSA-N
Dioxygene	Metabolite	chebi:15379						wikidata:Q5203615	chebi:15379;chebi:15379	inchikey:MYMOFIZGZYHOMD-UHFFFAOYSA-N
Triiodothyronine	Metabolite	chebi:18258						wikidata:Q327362	chebi:18258;chebi:18258	inchikey:AUYYCJSJGJYCDS-LBPRGKRZSA-N
DIO2	GeneProduct	ensembl:ENSG00000211448		ensembl:ENSG00000211448	ncbigene:1734	hgnc.symbol:DIO2	uniprot:H0YJQ8;uniprot:A0A024R6J8;uniprot:Q92813;uniprot:H0YJ42;uniprot:G3V2A7;uniprot:G3V3A8			
RUNX2	GeneProduct	ensembl:ENSG00000124813		ensembl:ENSG00000124813	ncbigene:860	hgnc.symbol:RUNX2	uniprot:Q13950;uniprot:A0A2R8Y7Z3;uniprot:I3L0L0;uniprot:I3L4L9;uniprot:I3L354;uniprot:A0A0D9SEN7			
EPAS1	GeneProduct	ensembl:ENSG00000116016	AKA HIF2A	ensembl:ENSG00000116016	ncbigene:2034	hgnc.symbol:EPAS1	uniprot:Q99814;uniprot:C9J9N2			
COL10A1	GeneProduct	ensembl:ENSG00000123500		ensembl:ENSG00000123500	ncbigene:1300	hgnc.symbol:COL10A1	uniprot:Q5QPC7;uniprot:Q5QPC8;uniprot:A0A650AXN9;uniprot:Q03692			
MMP13	GeneProduct	ensembl:ENSG00000137745		ensembl:ENSG00000137745	ncbigene:4322	hgnc.symbol:MMP13	uniprot:P45452;uniprot:G5E971			
JUND	GeneProduct	ensembl:ENSG00000130522		ensembl:ENSG00000130522	ncbigene:3727	hgnc.symbol:JUND	uniprot:P17535;uniprot:U3KPR5			
COL3A1	GeneProduct	ensembl:ENSG00000168542		ensembl:ENSG00000168542	ncbigene:1281	hgnc.symbol:COL3A1	uniprot:H7C435;uniprot:P02461			
JUNB	GeneProduct	ensembl:ENSG00000171223		ensembl:ENSG00000171223	ncbigene:3726	hgnc.symbol:JUNB	uniprot:P17275;uniprot:Q5U079			
KDR	GeneProduct	ensembl:ENSG00000128052		ensembl:ENSG00000128052	ncbigene:3791	hgnc.symbol:KDR	uniprot:P35968			
RELA	GeneProduct	ensembl:ENSG00000173039		ensembl:ENSG00000173039	ncbigene:5970	hgnc.symbol:RELA	uniprot:E9PNV4;uniprot:E9PRX2;uniprot:E9PJR1;uniprot:E9PJZ9;uniprot:E9PKV4;uniprot:A0A087X0W8;uniprot:E9PM47;uniprot:Q04206;uniprot:E9PI38;uniprot:E9PQS6;uniprot:E9PKH5;uniprot:E9PNK5;uniprot:Q2TAM5;uniprot:E9PMD5;uniprot:H0YCB4;uniprot:E9PSE4			
FOS	GeneProduct	ensembl:ENSG00000170345		ensembl:ENSG00000170345	ncbigene:2353	hgnc.symbol:FOS	uniprot:G3V5N7;uniprot:H0YJM3;uniprot:G3V5N9;uniprot:Q6FG41;uniprot:G3V5J9;uniprot:G3V289;uniprot:G3V2V7;uniprot:P01100			
COL10A1	GeneProduct	ensembl:ENSG00000123500		ensembl:ENSG00000123500	ncbigene:1300	hgnc.symbol:COL10A1	uniprot:Q5QPC7;uniprot:Q5QPC8;uniprot:A0A650AXN9;uniprot:Q03692			
PRKCA	GeneProduct	ensembl:ENSG00000154229		ensembl:ENSG00000154229	ncbigene:5578	hgnc.symbol:PRKCA	uniprot:J3KN97;uniprot:L7RSM7;uniprot:P17252;uniprot:J3KRN5			
JUN	GeneProduct	ensembl:ENSG00000177606		ensembl:ENSG00000177606	ncbigene:3725	hgnc.symbol:JUN	uniprot:P05412			
NFKB1	GeneProduct	ensembl:ENSG00000109320		ensembl:ENSG00000109320	ncbigene:4790	hgnc.symbol:NFKB1	uniprot:A0A494C157;uniprot:A0A494C1E9;uniprot:P19838;uniprot:D6RC45;uniprot:D6RH30			
COL1A1	GeneProduct	ensembl:ENSG00000108821		ensembl:ENSG00000108821	ncbigene:1277	hgnc.symbol:COL1A1	uniprot:I3L3H7;uniprot:P02452			
STAT3	GeneProduct	ensembl:ENSG00000168610		ensembl:ENSG00000168610	ncbigene:6774	hgnc.symbol:STAT3	uniprot:G8JLH9;uniprot:A0A7I2V4F6;uniprot:A0A7I2V4C8;uniprot:A0A7I2V3V0;uniprot:P40763;uniprot:A0A7I2V2T1;uniprot:A0A7I2V395;uniprot:A0A7I2V552;uniprot:A0A7I2V444;uniprot:A0A7I2V4R2;uniprot:A0A7I2YQR5;uniprot:A0A7I2V4R3;uniprot:A0A7I2YQI1;uniprot:A0A7I2YQD2;uniprot:A0A7I2V2G1;uniprot:A0A7I2V5N9			
JAK2	GeneProduct	ensembl:ENSG00000096968		ensembl:ENSG00000096968	ncbigene:3717	hgnc.symbol:JAK2	uniprot:A0A1B0GVR5;uniprot:O60674;uniprot:A0A1B0GTR9			
FOSL2	GeneProduct	ensembl:ENSG00000075426		ensembl:ENSG00000075426	ncbigene:2355	hgnc.symbol:FOSL2	uniprot:C9JCN8;uniprot:P15408			
HIF1A	GeneProduct	ensembl:ENSG00000100644		ensembl:ENSG00000100644	ncbigene:3091	hgnc.symbol:HIF1A	uniprot:A8MYV6;uniprot:D0VY79;uniprot:Q16665			
IBSP	GeneProduct	ensembl:ENSG00000029559		ensembl:ENSG00000029559	ncbigene:3381	hgnc.symbol:IBSP	uniprot:P21815			
RELB	GeneProduct	ensembl:ENSG00000104856		ensembl:ENSG00000104856	ncbigene:5971	hgnc.symbol:RELB	uniprot:D6RIV7;uniprot:Q01201;uniprot:D6R992;uniprot:K7ERX9			
MAPK3	GeneProduct	ensembl:ENSG00000102882		ensembl:ENSG00000102882	ncbigene:5595	hgnc.symbol:MAPK3	uniprot:B3KR49;uniprot:E9PBK7;uniprot:P27361;uniprot:E9PQW4;uniprot:H0YEX6;uniprot:E9PJF0;uniprot:L7RXH5;uniprot:E9PRH7;uniprot:H0YDH9			
MAPK1	GeneProduct	ensembl:ENSG00000100030		ensembl:ENSG00000100030	ncbigene:5594	hgnc.symbol:MAPK1	uniprot:P28482;uniprot:Q1HBJ4			
FOSL1	GeneProduct	ensembl:ENSG00000175592		ensembl:ENSG00000175592	ncbigene:8061	hgnc.symbol:FOSL1	uniprot:P15407;uniprot:E9PPX2;uniprot:A0A0S2Z595;uniprot:E9PQT6;uniprot:E9PKL5			
NGF	GeneProduct	ensembl:ENSG00000134259		ensembl:ENSG00000134259	ncbigene:4803	hgnc.symbol:NGF	uniprot:A0A7P0TAZ6;uniprot:P01138			
CCN2	GeneProduct	ensembl:ENSG00000118523		ensembl:ENSG00000118523	ncbigene:1490	hgnc.symbol:CCN2	uniprot:P29279			
SPP1	GeneProduct	hgnc.symbol:SPP1		ensembl:ENSG00000118785	ncbigene:6696	hgnc.symbol:SPP1	uniprot:A0A804HLB3;uniprot:A0A024RDE2;uniprot:Q3LGB0;uniprot:A0A024RDE6;uniprot:A0A024RDJ0;uniprot:P10451			
COL2A1	GeneProduct	ensembl:ENSG00000139219		ensembl:ENSG00000139219	ncbigene:1280	hgnc.symbol:COL2A1	uniprot:P02458			
FOSB	GeneProduct	ensembl:ENSG00000125740		ensembl:ENSG00000125740	ncbigene:2354	hgnc.symbol:FOSB	uniprot:K7ERZ8;uniprot:K7EJ89;uniprot:K7EKA0;uniprot:P53539;uniprot:A0A024R0P6			
VEGFA	GeneProduct	ensembl:ENSG00000112715		ensembl:ENSG00000112715	ncbigene:7422	hgnc.symbol:VEGFA	uniprot:A0A0A0MTB2;uniprot:A0A0A0MSI7;uniprot:A0A0Y0IMM4;uniprot:A0A0A0MSH7;uniprot:H3BLW8;uniprot:A0A024RD33;uniprot:A0A0A0MSH5;uniprot:J3KPA4;uniprot:A0A024RD37;uniprot:A0A0A0MRQ4;uniprot:A0A5F9ZH41;uniprot:H0YBI8;uniprot:A2A2V4;uniprot:A0A0A0MR43;uniprot:P15692;uniprot:H0YBZ0			
VEGFA	GeneProduct	ensembl:ENSG00000112715		ensembl:ENSG00000112715	ncbigene:7422	hgnc.symbol:VEGFA	uniprot:A0A0A0MTB2;uniprot:A0A0A0MSI7;uniprot:A0A0Y0IMM4;uniprot:A0A0A0MSH7;uniprot:H3BLW8;uniprot:A0A024RD33;uniprot:A0A0A0MSH5;uniprot:J3KPA4;uniprot:A0A024RD37;uniprot:A0A0A0MRQ4;uniprot:A0A5F9ZH41;uniprot:H0YBI8;uniprot:A2A2V4;uniprot:A0A0A0MR43;uniprot:P15692;uniprot:H0YBZ0			
RUNX2	GeneProduct	ensembl:ENSG00000124813		ensembl:ENSG00000124813	ncbigene:860	hgnc.symbol:RUNX2	uniprot:Q13950;uniprot:A0A2R8Y7Z3;uniprot:I3L0L0;uniprot:I3L4L9;uniprot:I3L354;uniprot:A0A0D9SEN7			
NGF	GeneProduct	ensembl:ENSG00000134259		ensembl:ENSG00000134259	ncbigene:4803	hgnc.symbol:NGF	uniprot:A0A7P0TAZ6;uniprot:P01138			
PIK3CA	GeneProduct	ensembl:ENSG00000121879		ensembl:ENSG00000121879	ncbigene:5290	hgnc.symbol:PIK3CA	uniprot:A0A2R8Y2F6;uniprot:C9JAM9;uniprot:A0A6Q8PGN9;uniprot:A0A6Q8PGV1;uniprot:C9J951;uniprot:P42336			
MAPK1	GeneProduct	ensembl:ENSG00000100030		ensembl:ENSG00000100030	ncbigene:5594	hgnc.symbol:MAPK1	uniprot:P28482;uniprot:Q1HBJ4			
MAPK3	GeneProduct	ensembl:ENSG00000102882		ensembl:ENSG00000102882	ncbigene:5595	hgnc.symbol:MAPK3	uniprot:B3KR49;uniprot:E9PBK7;uniprot:P27361;uniprot:E9PQW4;uniprot:H0YEX6;uniprot:E9PJF0;uniprot:L7RXH5;uniprot:E9PRH7;uniprot:H0YDH9			
AKT1	GeneProduct	ensembl:ENSG00000142208		ensembl:ENSG00000142208	ncbigene:207	hgnc.symbol:AKT1	uniprot:G3V3X1;uniprot:P31749;uniprot:G3V2I6;uniprot:A0A804HJM6;uniprot:B0LPE5;uniprot:A0A087WY56			
AKT2	GeneProduct	ensembl:ENSG00000105221		ensembl:ENSG00000105221	ncbigene:208	hgnc.symbol:AKT2	uniprot:M0QZK3;uniprot:J3QKW1;uniprot:A0A5F9ZHJ8;uniprot:E7EVP8;uniprot:J3KRI8;uniprot:C9JIJ1;uniprot:J3QLS6;uniprot:A8MX96;uniprot:C9JIF6;uniprot:A0A0A0MRF1;uniprot:J3QL45;uniprot:M0R0P9;uniprot:C9J258;uniprot:M0QZW8;uniprot:J3KTC6;uniprot:A0A1B0GXA2;uniprot:M0R275;uniprot:C9JC83;uniprot:J3KSY8;uniprot:J3KT31;uniprot:P31751;uniprot:C9JHS6;uniprot:J3KTP4;uniprot:M0R283			
AKT3	GeneProduct	ensembl:ENSG00000117020		ensembl:ENSG00000117020	ncbigene:10000	hgnc.symbol:AKT3	uniprot:A0A7P0T8T9;uniprot:A0A7P0TBJ6;uniprot:A0A5F9ZHU3;uniprot:A0A7P0TB29;uniprot:Q9Y243;uniprot:A0A5F9ZHA9;uniprot:A0A5F9ZGY0;uniprot:A0A5F9ZGZ4;uniprot:A0A5K1VW74;uniprot:A0A7P0T872;uniprot:A0A7P0TB32			
COL10A1	GeneProduct	ensembl:ENSG00000123500		ensembl:ENSG00000123500	ncbigene:1300	hgnc.symbol:COL10A1	uniprot:Q5QPC7;uniprot:Q5QPC8;uniprot:A0A650AXN9;uniprot:Q03692			
VEGFA	GeneProduct	ensembl:ENSG00000112715		ensembl:ENSG00000112715	ncbigene:7422	hgnc.symbol:VEGFA	uniprot:A0A0A0MTB2;uniprot:A0A0A0MSI7;uniprot:A0A0Y0IMM4;uniprot:A0A0A0MSH7;uniprot:H3BLW8;uniprot:A0A024RD33;uniprot:A0A0A0MSH5;uniprot:J3KPA4;uniprot:A0A024RD37;uniprot:A0A0A0MRQ4;uniprot:A0A5F9ZH41;uniprot:H0YBI8;uniprot:A2A2V4;uniprot:A0A0A0MR43;uniprot:P15692;uniprot:H0YBZ0			
