Label	Type	ID	Database	Comment
pri-miRNAs	Protein			
RAN	GeneProduct	ENSBTAG00000014223	ensembl:ENSBTAG00000014223	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5901
XPO5	GeneProduct	ENSBTAG00000018970	ensembl:ENSBTAG00000018970	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000124571
GTP	Metabolite	HMDB0001440	hmdb:HMDB0001440	
DROSHA	GeneProduct	ENSBTAG00000017551	ensembl:ENSBTAG00000017551	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000113360
RNA polymerase II	Protein			
DICER1	GeneProduct	ENSBTAG00000012852	ensembl:ENSBTAG00000012852	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000100697
DGCR8	GeneProduct	ENSBTAG00000019869	ensembl:ENSBTAG00000019869	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000128191
DICER1	GeneProduct	ENSBTAG00000012852	ensembl:ENSBTAG00000012852	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000100697
TARBP2	Protein	ENSBTAG00000000435	ensembl:ENSBTAG00000000435	HomologyConvert: Homo sapiens to Bos taurus: Original ID = S:Q15633
