Label	Type	ID	Database	Comment
PRDM16	GeneProduct	ENSG00000142611	ensembl:ENSG00000142611	
FTO	GeneProduct	79068	ncbigene:79068	
Fatty Acid Oxidation	Pathway	WP368	wikipathways:WP368	
ARID5B	GeneProduct	ENSG00000150347	ensembl:ENSG00000150347	
IRX5	GeneProduct	ENSG00000176842	ensembl:ENSG00000176842	
PPARGC1A	GeneProduct	ENSG00000109819	ensembl:ENSG00000109819	
IRX3	GeneProduct	ENSG00000177508	ensembl:ENSG00000177508	
UCP1	GeneProduct	ENSG00000109424	ensembl:ENSG00000109424	
TBX1	GeneProduct	ENSG00000184058	ensembl:ENSG00000184058	
FTO	GeneProduct	79068	ncbigene:79068	
