Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
leukotrienes	Metabolite	chebi:25029						wikidata:Q424190	chebi:25029;chebi:25029	
lysophospholipids	Metabolite	chebi:16961						wikidata:Q65984863	chebi:16961;chebi:16961	
Platelet activating factor	Metabolite	chebi:44811						wikidata:Q420577	chebi:44811;chebi:44811	inchikey:HVAUUPRFYPCOCA-AREMUKBSSA-N
IP3R	Metabolite	chebi:131186							chebi:131186	
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
prostaglandins	Metabolite	chebi:26333						wikidata:Q209717	chebi:26333;chebi:26333	
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Phospholipase A2	GeneProduct	hgnc.symbol:PLA2G4B		ensembl:ENSG00000243708	ncbigene:100137049	hgnc.symbol:PLA2G4B	uniprot:H3BSX5;uniprot:P0C869			
CASQ 1	GeneProduct	hgnc.symbol:CASQ1		ensembl:ENSG00000143318	ncbigene:844	hgnc.symbol:CASQ1	uniprot:P31415;uniprot:C9JAC8			
Dystrobrevin alpha	GeneProduct	hgnc.symbol:DTNA		ensembl:ENSG00000134769	ncbigene:1837	hgnc.symbol:DTNA	uniprot:A0A7P0Z4D7;uniprot:A0A7P0T818;uniprot:A0A7P0T9L1;uniprot:A0A804HHT6;uniprot:A0A7P0TAN3;uniprot:Q9Y4J8;uniprot:A0A7P0T8J4;uniprot:K7EMN1;uniprot:A0A7P0TBG1;uniprot:K7ERZ2;uniprot:A0A804HKZ4;uniprot:K7EIV1;uniprot:M0QZ28;uniprot:A0A024RC32;uniprot:K7ENJ7;uniprot:A0A804HII3;uniprot:A0A804HII4;uniprot:A0A804HKS8;uniprot:A0A7P0T8G2;uniprot:A0A7P0TAU5;uniprot:A0A804HLB1;uniprot:A0A7P0T8Y5;uniprot:K7EJ84;uniprot:A0A804HHU2;uniprot:A0A804HJU0;uniprot:A0A7P0TBH9;uniprot:M0R021;uniprot:K7ESB2			
