Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
L-ornithine	Metabolite	chebi:46911	""					wikidata:Q27120725	chebi:46911	inchikey:AHLPHDHHMVZTML-BYPYZUCNSA-O	pubchem.compound:59565831;pubchem.compound:6992088	chemspider:5360242			
sarcosine	Metabolite	chebi:57433	""					wikidata:Q414157;wikidata:Q106345645	chebi:15611;chebi:57433	inchikey:FSYKKLYZXJSNPZ-UHFFFAOYSA-N	pubchem.compound:1088;pubchem.compound:7311726	chemspider:1057	hmdb:HMDB0000271	kegg.compound:C00213	
vitamin B6	Metabolite	chebi:27306	""					wikidata:Q205130	chebi:27306						
fumarate	Metabolite	chebi:29806	""					wikidata:Q28529698	chebi:29806	inchikey:VZCYOOQTPOCHFL-OWOJBTEDSA-L	pubchem.compound:5460307	chemspider:4573886		kegg.compound:C00122	
guanidinoacetate	Metabolite	chebi:57742	""					wikidata:Q106345629;wikidata:Q2740979	chebi:57742;chebi:16344	inchikey:BPMFZUMJYQTVII-UHFFFAOYSA-N	pubchem.compound:763	chemspider:743	hmdb:HMDB0000128	kegg.compound:C00581	
Mo-MPT	Metabolite	chebi:71302	"Mo-molybdopterin"					wikidata:Q27139493	chebi:71302	inchikey:HDAJUGGARUFROU-JSUDGWJLSA-J	pubchem.compound:135926587;pubchem.compound:139031608;pubchem.compound:70680283	chemspider:28533519			
hydroxocobalamin	Metabolite	chebi:27786	""					wikidata:Q73972	chebi:27786	inchikey:YOZNUFWCRFCGIH-WZHZPDAFSA-K	pubchem.compound:44475014;pubchem.compound:163191904;pubchem.compound:15589840	chemspider:21160115;chemspider:28534326	hmdb:HMDB0002308	kegg.compound:C08230	
NMPEA	Metabolite	chembl.compound:CHEMBL45763	""					wikidata:Q6951380		inchikey:SASNBVQSOZSTPD-UHFFFAOYSA-N	pubchem.compound:11503	chemspider:11019	hmdb:HMDB0303319		
2-phenylacetaldehyde	Metabolite	chebi:16424	""					wikidata:Q424998	chebi:16424	inchikey:DTUQWGWMVIHBKE-UHFFFAOYSA-N	pubchem.compound:998	chemspider:13876539	hmdb:HMDB0006236	kegg.compound:C00601	
Zn²⁺	Metabolite	chebi:29105	""					wikidata:Q26987394	chebi:29105	inchikey:PTFCDOFLOPIGGS-UHFFFAOYSA-N	pubchem.compound:32051	chemspider:29723	hmdb:HMDB0015532	kegg.compound:C00038	
phenylethylamine2-phenylethylaminePEA	Metabolite	chebi:225237	""					wikidata:Q28529712	chebi:225237	inchikey:BHHGXPLMPWCGHP-UHFFFAOYSA-O	pubchem.compound:448751				
CARI	Metabolite	chebi:77657	""					wikidata:Q27147250	chebi:77657	inchikey:XFVULMDJZXYMSG-ZIYNGMLESA-L	pubchem.compound:86289309	chemspider:31150352			
PA	Metabolite	chebi:17405	"4-pyridoxic acid"					wikidata:Q27102382	chebi:17405	inchikey:HXACOUQIXZGNBF-UHFFFAOYSA-N	pubchem.compound:6723	chemspider:6467	hmdb:HMDB0000017	kegg.compound:C00847	
DAG	Metabolite	kegg.drug:C00165	""												
glycine	Metabolite	chebi:57305	""					wikidata:Q106345678;wikidata:Q620730	chebi:15428;chebi:57305	inchikey:DHMQDGOQFOQNFH-UHFFFAOYSA-N	pubchem.compound:750;pubchem.compound:5257127	chemspider:730	hmdb:HMDB0000123	kegg.compound:C00037	
creatine	Metabolite	chebi:57947	""					wikidata:Q106345487;wikidata:Q223600	chebi:57947;chebi:16919	inchikey:CVSVTCORWBXHQV-UHFFFAOYSA-N	pubchem.compound:586	chemspider:566	hmdb:HMDB0000064	kegg.compound:C00300	
Mn²⁺	Metabolite	chebi:29035	""					wikidata:Q27095727	chebi:29035	inchikey:WAEMQWOKJMHJLA-UHFFFAOYSA-N	pubchem.compound:27854	chemspider:25916	hmdb:HMDB0001333	kegg.compound:C19610	
THF-polyglutamate	Metabolite	chebi:28624	""					wikidata:Q46224863	chebi:28624	inchikey:ZAOGJXDWOQXFBW-UHFFFAOYSA-N	pubchem.compound:442163	chemspider:390680	hmdb:HMDB0006825	kegg.compound:C09332;kegg.compound:C03541	
3-MT SO	Metabolite	chebi:133708	""					wikidata:Q106029589	chebi:133709;chebi:133708	inchikey:ORZHQEJEAKXCJA-UHFFFAOYSA-N	pubchem.compound:122198221;pubchem.compound:54166459				
Imidazole-4-acetate	Metabolite	chebi:16974	""					wikidata:Q27891434	chebi:16974;chebi:70804	inchikey:PRJKNHOMHKJCEJ-UHFFFAOYSA-N	pubchem.compound:28305488;pubchem.compound:96215	chemspider:86856	hmdb:HMDB0002024	kegg.compound:C02835	
a 1-(1-hydroxyalkyl)-sn-glycerol	Metabolite	chebi:73418	""					wikidata:Q75035662	chebi:73418					kegg.compound:C03658	
FMN	Metabolite	chebi:58210	""					wikidata:Q27125576	chebi:58210	inchikey:FVTCRASFADXXNN-SCRDCRAPSA-K;inchikey:ANKZYBDXHMZBDK-SCRDCRAPSA-K	pubchem.compound:44229199				
