Label	Type	ID	Database	Comment
lin-4	Rna	F59G1.6	wormbase:F59G1.6	
LIN-66	GeneProduct	B0513.1	wormbase:B0513.1	
LIN-14	GeneProduct	T25C12.1	wormbase:T25C12.1	
LIN-28	GeneProduct	F02E9.2	wormbase:F02E9.2	
mir-48	Rna	F56A12.3	wormbase:F56A12.3	
mir-241	Rna	F56A12.4	wormbase:F56A12.4	
mir-84	Rna	B0395.4	wormbase:B0395.4	
DAF-12	GeneProduct	F11A1.3	wormbase:F11A1.3	
let-7	Rna	C05G5.6	wormbase:C05G5.6	
LIN-46	GeneProduct	R186.4	wormbase:R186.4	
HBL-1	GeneProduct	F13D11.2	wormbase:F13D11.2	
LIN-41	GeneProduct	C12C8.3	wormbase:C12C8.3	
HBL-1	GeneProduct	F13D11.2	wormbase:F13D11.2	
LIN-29	GeneProduct	W03C9.4	wormbase:W03C9.4	
