Label	Type	ID	Database	Comment
Phf5a	GeneProduct	68479	ncbigene:68479	
Prpf4	GeneProduct	70052	ncbigene:70052	
Snrpa	GeneProduct	53607	ncbigene:53607	
Bat1a	GeneProduct	53817	ncbigene:53817	
Oct4	GeneProduct	18999	ncbigene:18999	
miR-200b-3p	Rna	MIMAT0000233	mirbase:MIMAT0000233	
Sox2	GeneProduct	20674	ncbigene:20674	
Sf3a3	GeneProduct	75062	ncbigene:75062	
miR-429-3p	Rna	MIMAT0001537	mirbase:MIMAT0001537	
miR-200a-3p	Rna	MIMAT0000657	mirbase:MIMAT0000657	
miR-183-5p	Rna	MIMAT0000212	mirbase:MIMAT0000212	
