Label	Type	ID	Database	Comment
DICER1	GeneProduct	ENSBTAG00000012852	Ensembl	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:23405
pre-miRNA	Rna			
dsRNA	Rna			
XPO5	GeneProduct	ENSBTAG00000018970	Ensembl	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:57510
DROSHA	GeneProduct	ENSBTAG00000017551	Ensembl	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:29102
ERI1	GeneProduct	ENSBTAG00000048265	Ensembl	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000104626
miRNA	Rna			
DGCR8	GeneProduct	ENSBTAG00000019869	Ensembl	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000128191
DICER1	GeneProduct	ENSBTAG00000012852	Ensembl	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:23405
pri-miRNA	Rna			
siRNA	Rna			
exo-siRNA	Rna			
exo-siRNA	Rna			
