Label	Type	ID	Database	Comment
CD83	GeneProduct	ENSG00000112149	ensembl:ENSG00000112149	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:12522
CD14	GeneProduct	ENSG00000170458	ensembl:ENSG00000170458	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:12475
CD68	GeneProduct	ENSG00000129226	ensembl:ENSG00000129226	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:12514
F3	GeneProduct	ENSG00000117525	ensembl:ENSG00000117525	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:14066
CD163	GeneProduct	ENSG00000177575	ensembl:ENSG00000177575	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:93671
CD86	GeneProduct	ENSG00000114013	ensembl:ENSG00000114013	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:12524
CD74	GeneProduct	ENSG00000019582	ensembl:ENSG00000019582	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:16149
Cd52	GeneProduct			No homologues found for original id L:23833
RAC2	GeneProduct	ENSG00000128340	ensembl:ENSG00000128340	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:19354
LYZ	GeneProduct	ENSG00000090382	ensembl:ENSG00000090382	Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:17105
