Label	Type	ID	Database	Comment
AKP2	GeneProduct	249	ncbigene:249	
Osteopontin	GeneProduct	6696	ncbigene:6696	
FGFR3	GeneProduct	2261	ncbigene:2261	
MMP13	GeneProduct	4322	ncbigene:4322	
Aggrecan	GeneProduct	176	ncbigene:176	
BMPR1A	GeneProduct	657	ncbigene:657	
IHH	GeneProduct	3549	ncbigene:3549	
FGFR1	GeneProduct	2260	ncbigene:2260	
IGF2	GeneProduct	3481	ncbigene:3481	
BMP6	GeneProduct	654	ncbigene:654	
IGF1	GeneProduct	3479	ncbigene:3479	
SLC38A2	GeneProduct	54407	ncbigene:54407	
Oxygen	Metabolite	HMDB0001377	hmdb:HMDB0001377	
TGFBI	GeneProduct	7040	ncbigene:7040	
Triiodothyronine	Metabolite	CHEBI:24864	chebi:24864	
CAB39	GeneProduct	51719	ncbigene:51719	
MEF2C	GeneProduct	4208	ncbigene:4208	
COL2A1	GeneProduct	1280	ncbigene:1280	
ADAMTS5	GeneProduct	11096	ncbigene:11096	
RUNX3	GeneProduct	864	ncbigene:864	
PTH	GeneProduct	5741	ncbigene:5741	
FGF18	GeneProduct	8817	ncbigene:8817	
CALM1	GeneProduct	801	ncbigene:801	
Thyroid hormone	Metabolite	CHEBI:60311	chebi:60311	
Adseverin	GeneProduct	85477	ncbigene:85477	PMID: 17097081
RUNX2	GeneProduct	860	ncbigene:860	
FGF2	GeneProduct	2247	ncbigene:2247	
SOX6	GeneProduct	55553	ncbigene:55553	
PTCH	GeneProduct	5727	ncbigene:5727	
NPP1	GeneProduct	5167	ncbigene:5167	
PKA	GeneProduct	5566	ncbigene:5566	
KIF3A	GeneProduct	11127	ncbigene:11127	
PTCH1	GeneProduct	5727	ncbigene:5727	
TNAP	GeneProduct	445341	ncbigene:445341	
RUNX2	GeneProduct	860	ncbigene:860	
C4ST1	GeneProduct	50515	ncbigene:50515	
Cathepsin L2	GeneProduct	1515	ncbigene:1515	Taken as homologue to mouse Cathepsin L (Ctsl)
TGFB2	GeneProduct	7042	ncbigene:7042	
AKT	GeneProduct	207	ncbigene:207	
Growth hormone	GeneProduct	2688	ncbigene:2688	
GLI3	GeneProduct	2737	ncbigene:2737	
Thyroid hormone	Metabolite	CHEBI:60311	chebi:60311	
HMGCS1	GeneProduct	3157	ncbigene:3157	
VEGFA	GeneProduct	7422	ncbigene:7422	
MMP9	GeneProduct	4318	ncbigene:4318	
SERPINH1	GeneProduct	871	ncbigene:871	
BMP7	GeneProduct	655	ncbigene:655	
CDKN1C	GeneProduct	1028	ncbigene:1028	
Sox9	GeneProduct	6662	ncbigene:6662	
THRA	GeneProduct	7067	ncbigene:7067	
RUNX2	GeneProduct	860	ncbigene:860	
STAT1	GeneProduct	6772	ncbigene:6772	
ADAMTS1	GeneProduct	9510	ncbigene:9510	
THRA	GeneProduct	7067	ncbigene:7067	
GH receptor	GeneProduct	2690	ncbigene:2690	
PLAU	GeneProduct	5328	ncbigene:5328	
MGP	GeneProduct	4256	ncbigene:4256	
STAT5	GeneProduct	6777	ncbigene:6777	
COL10A1	GeneProduct	1300	ncbigene:1300	
ADAMTS4	GeneProduct	9507	ncbigene:9507	
TGFB1	GeneProduct	7040	ncbigene:7040	
IGF1R	GeneProduct	3480	ncbigene:3480	
TG737	GeneProduct	8100	ncbigene:8100	
cAMP	Metabolite	HMDB0000058	hmdb:HMDB0000058	
DDR2	GeneProduct	4921	ncbigene:4921	
Bapx1	GeneProduct	579	ncbigene:579	
Carminerin	GeneProduct	1473	ncbigene:1473	Taken as human homologue of mouse Cst10</br>PMID: 13679380 
FrzB-1	GeneProduct	2487	ncbigene:2487	
PLAT	GeneProduct	5327	ncbigene:5327	
HDAC4	GeneProduct	9759	ncbigene:9759	
PTHrP	GeneProduct	5744	ncbigene:5744	
PTHR1	GeneProduct	5745	ncbigene:5745	
SOX5	GeneProduct	6660	ncbigene:6660	
TIMP3	GeneProduct	7078	ncbigene:7078	
