Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
CYP19A1	GeneProduct	ensembl:ENSG00000137869		ensembl:ENSG00000137869	ncbigene:1588	hgnc.symbol:CYP19A1	uniprot:H0YKN1;uniprot:H0YLS2;uniprot:H0YNJ7;uniprot:P11511;uniprot:H0YK57;uniprot:H0YLP1;uniprot:E9PGZ6;uniprot:E7EQ08;uniprot:E7EPL6;uniprot:A0A024R5S8			
BMP15	GeneProduct	ensembl:ENSG00000130385		ensembl:ENSG00000130385	ncbigene:9210	hgnc.symbol:BMP15	uniprot:O95972			
MCM9	GeneProduct	ensembl:ENSG00000111877		ensembl:ENSG00000111877	ncbigene:254394	hgnc.symbol:MCM9	uniprot:D6RE85;uniprot:A0A0S2Z662;uniprot:D6RHY8;uniprot:H0Y6M9;uniprot:Q9NXL9			
TSHB	GeneProduct	ensembl:ENSG00000134200		ensembl:ENSG00000134200	ncbigene:7252	hgnc.symbol:TSHB	uniprot:P01222			
BCKDHB	GeneProduct	ensembl:ENSG00000083123		ensembl:ENSG00000083123	ncbigene:594	hgnc.symbol:BCKDHB	uniprot:A0A140VKB3;uniprot:P21953			
ESR2	GeneProduct	ensembl:ENSG00000140009		ensembl:ENSG00000140009	ncbigene:2100	hgnc.symbol:ESR2	uniprot:A0A348FV93;uniprot:G3V5S2;uniprot:F1D8N3;uniprot:Q7LCB3;uniprot:Q92731			
ACVR2B	GeneProduct	ensembl:ENSG00000114739		ensembl:ENSG00000114739	ncbigene:93	hgnc.symbol:ACVR2B	uniprot:Q13705			
FOXO1	GeneProduct	ensembl:ENSG00000150907		ensembl:ENSG00000150907	ncbigene:2308	hgnc.symbol:FOXO1	uniprot:Q12778			
HSF2BP	GeneProduct	ensembl:ENSG00000160207		ensembl:ENSG00000160207	ncbigene:11077	hgnc.symbol:HSF2BP	uniprot:O75031;uniprot:C9JSF2;uniprot:Q6IAT7			
GAS5	GeneProduct	ensembl:ENSG00000234741		ensembl:ENSG00000234741	ncbigene:60674	hgnc.symbol:GAS5				
RCBTB1	GeneProduct	ensembl:ENSG00000136144		ensembl:ENSG00000136144	ncbigene:55213	hgnc.symbol:RCBTB1	uniprot:Q8NDN9			
MIR22	GeneProduct	ensembl:ENSG00000283824		ensembl:ENSG00000283824	ncbigene:407004	hgnc.symbol:MIR22				
ANTXR1	GeneProduct	ensembl:ENSG00000169604		ensembl:ENSG00000169604	ncbigene:84168	hgnc.symbol:ANTXR1	uniprot:A0A7P0T9B0;uniprot:A0A7P0Z463;uniprot:H0YC24;uniprot:Q9H6X2			
NOG	GeneProduct	ensembl:ENSG00000183691		ensembl:ENSG00000183691	ncbigene:9241	hgnc.symbol:NOG	uniprot:Q13253			
CAV1	GeneProduct	ensembl:ENSG00000105974		ensembl:ENSG00000105974	ncbigene:857	hgnc.symbol:CAV1	uniprot:Q2TNI1;uniprot:Q03135;uniprot:F8WDM7;uniprot:C9JKI3;uniprot:A0A024R757;uniprot:A0A7P0YWJ6;uniprot:E9PCT5			
WNT4	GeneProduct	ensembl:ENSG00000162552		ensembl:ENSG00000162552	ncbigene:54361	hgnc.symbol:WNT4	uniprot:B1AJZ6;uniprot:P56705;uniprot:H0Y663			
AIRE	GeneProduct	ensembl:ENSG00000160224		ensembl:ENSG00000160224	ncbigene:326	hgnc.symbol:AIRE	uniprot:O43918			
PSMC3IP	GeneProduct	ensembl:ENSG00000131470		ensembl:ENSG00000131470	ncbigene:29893	hgnc.symbol:PSMC3IP	uniprot:Q9P2W1;uniprot:K7ELD8;uniprot:K7EQS1;uniprot:K7EK12;uniprot:A0A158RUX1;uniprot:K7ERB6			
SPIDR	GeneProduct	ensembl:ENSG00000164808		ensembl:ENSG00000164808	ncbigene:23514	hgnc.symbol:SPIDR	uniprot:E5RHG3;uniprot:B4DMX9;uniprot:E5RGV8;uniprot:E5RGX8;uniprot:Q14159;uniprot:B3KP42;uniprot:E5RIU7;uniprot:E7EVI9;uniprot:H0YBC9;uniprot:E5RJJ2;uniprot:E5RFY2;uniprot:E5RIB8			
AFF2	GeneProduct	ensembl:ENSG00000155966		ensembl:ENSG00000155966	ncbigene:2334	hgnc.symbol:AFF2	uniprot:P51816			
S1PR1	GeneProduct	ensembl:ENSG00000170989		ensembl:ENSG00000170989	ncbigene:1901	hgnc.symbol:S1PR1	uniprot:A0A3B3IUD4;uniprot:P21453			
AKT1	GeneProduct	ensembl:ENSG00000142208		ensembl:ENSG00000142208	ncbigene:207	hgnc.symbol:AKT1	uniprot:G3V3X1;uniprot:P31749;uniprot:G3V2I6;uniprot:A0A804HJM6;uniprot:B0LPE5;uniprot:A0A087WY56			
SOHLH1	GeneProduct	ensembl:ENSG00000165643		ensembl:ENSG00000165643	ncbigene:402381	hgnc.symbol:SOHLH1	uniprot:A0A669KBI8;uniprot:Q5JUK2			
EIF4ENIF1	GeneProduct	ensembl:ENSG00000184708		ensembl:ENSG00000184708	ncbigene:56478	hgnc.symbol:EIF4ENIF1	uniprot:Q9NRA8;uniprot:B1AKL4;uniprot:B1AKL5;uniprot:B1AKL6;uniprot:A0A024R1K0;uniprot:H7C0J7;uniprot:B0QYZ7			
SIRT1	GeneProduct	ensembl:ENSG00000096717		ensembl:ENSG00000096717	ncbigene:23411	hgnc.symbol:SIRT1	uniprot:A0A024QZQ1;uniprot:E9PC49;uniprot:Q96EB6;uniprot:B0QZ35			
HELQ	GeneProduct	ensembl:ENSG00000163312		ensembl:ENSG00000163312	ncbigene:113510	hgnc.symbol:HELQ	uniprot:E3W982;uniprot:Q8TDG4;uniprot:E3W980			
MMP2	GeneProduct	ensembl:ENSG00000087245		ensembl:ENSG00000087245	ncbigene:4313	hgnc.symbol:MMP2	uniprot:H3BS34;uniprot:P08253;uniprot:H3BR66;uniprot:A0A024R6R4;uniprot:H3BV48;uniprot:J3KRB7			
CYP17A1	GeneProduct	ensembl:ENSG00000148795		ensembl:ENSG00000148795	ncbigene:1586	hgnc.symbol:CYP17A1	uniprot:A0A1W2PRK7;uniprot:A0A1W2PQ28;uniprot:Q1HB44;uniprot:A0A1W2PRY0;uniprot:P05093;uniprot:A0A1W2PQT5			
PCCB	GeneProduct	ensembl:ENSG00000114054		ensembl:ENSG00000114054	ncbigene:5096	hgnc.symbol:PCCB	uniprot:E7ENC1;uniprot:E7EX59;uniprot:P05166;uniprot:C9JVY9;uniprot:C9JVW9;uniprot:C9JQS9;uniprot:F8WBI9;uniprot:H7C5C9;uniprot:E7EUY3;uniprot:E9PEC3;uniprot:E7ETT1;uniprot:C9JAW3;uniprot:E7ETT4;uniprot:E9PDR0			
